sentence,label
Center finger to all concerned including காலா தாத்தா புன்னகை🖕@rajinikanth,Happy
Me after watching third bb promo :அங்கே சிரிப்பவர்கள் சிரிக்கட்டும் அது ஆணவச் சிரிப்பு 🙊🙉🙈,Happy
"RT HariIndic ""இதற்க்கு பெயர் தான் சுய இன்பம், அடுத்தவர் அனுபவித்த வெற்றியை போலித்தனமாக தானும் அனுபவிப்பது.. இதுல பெருமை பு*** வேற,.. அந்த ராசியான முதல்வர கேரளா மாநிலம் போக சொல்லுங்க பாவம் அந்த மக்கள்.. இது sukrivdharmesh போன்ற கூமுட்டைகளால் தான் அத… pic.twitter.com/glMw55syDT""",Happy
Yesterday Click ✌️👇தூத்துக்குடியில் இறங்கிய உடன் காளியப்பன் வீட்டிற்கு சென்றிருந்தால் மகிழ்ச்சி அடைந்திருப்பேன் தலைவா 😞 pic.twitter.com/A93fgc6AAX,Happy
"Your post shows who are you and about your leader.உங்கம்மாவ கேளு நீ எந்த லூசு கூதினு.இன்னொரு தடவ மரியாதை இல்லாம msg வந்துச்சு தா உன்ன விட நான் பேசுவேன்.கேள்விக்கு பதில் தெரிளன இப்படிடதான் உன் கட்சி புத்திய காமிப்பே,புன்னகை மவனே போய் உன் கட்சி,தலைவனொட கொள்கை என்னனு கேட்டுட்டு வா.",Happy
அங்க போ மா என்ன விரட்டிட்டு இருக்காங்க .. உனக்கு இதுல சிரிப்பு வேற ..ம் pic.twitter.com/DoPN6iJG8i,Happy
இதெல்லாம் ஒரு பட புன்னகை'னு தூக்கிட்டு ரீலீஸ் பண்ணுச்சிங்க 😒அதுல என்ன highlight Ks ரவிக்குமார் இந்த கதைய கேட்டு நடிச்சது தான்..🚶🚶🚶🚶🚶 …,Happy
"இந்த மகப்பேறு விடயத்தில் நியாயமா அதை பற்றிய , வல்லுனர்களும், விவரம் அறிந்தவர்களும, பேசலாம் பெண்கள்தான் முடிவெடுக்கணும்.பொண்ணுங்க வாடையே படாத நாயெல்லாம் கருத்து புன்னகை சொல்லிட்டு இருக்கு.கைரேகை அழியாம எப்படினு காப்பாத்தலாம்னு மட்டும் பேசிட்டு மூடிட்டு உக்காருங்கடா 🤬🤬🤬🤬",Happy
இந்த மார்பிங் பண்ணி ஆக்டர்ஸ்ஸோட முகத்துக்கு காமெடியன்ஸை காட்டுறதுல என்னத்த ட்ரோல் வாழுதுனு தெரியல..அதுக்கு சிரிப்பு பொம்மையெல்லாம் போட்டு விழுந்து விழுந்து வேற சிரிக்குறானுங்க..கிச்சு கிச்சு பண்ணுனா கூட வராது போல.. கண்றாவி,Happy
இளைப்பாரும் நேரம் இது !இதயத்தில் இதுவரை இல்லாத ஏக்கம் இது! இடைவேளை எடுத்து கொள்ளட்டும்இனியவன் யோசனைகள் !இடைவிடாத துரத்துகிறது எல்லோர் மனதிலும் புன்னகை என்னும் பொன் முகம்காட்டிநம்பிக்கை என்னும் வீரத்தை விதைத்தாய் தலைவா இன்று உன்னை புதைக்க வில்லை விதைக்கின்றோம்,Happy
உங்க மாதிரி நீ ஒரு முட்டாள் புன்னகை,Happy
உலக்கைக்கு மனசாட்சி என ஒன்று இருந்தால் அவர் தற்கொலை செய்து கொண்டு இருப்பார். பாவம் - புண்ணியம் - மனிதாபிமானம் என ஒரு வெங்காயமும் கிடையாது. தான் சந்தோஷமாக இருக்கனும் என்றால் எத்தனை பேர் வேண்டுமானாலும் சாகலாம் என்ற கொள்கை உடையவர். …,Happy
உனதன்பில் உன் கலங்கமில்லாத முத்தத்தில் உன் புன்னகையில் என் மீதான உன் அக்கறையில் இழந்த நம் தந்தையை மீண்டும் பார்க்கிறேன்.. அண்ணனின் அன்பும் தந்தையின் அன்புக்கு நிகரானதே அப்பாவை இழந்த மகள்களுக்கு.... pic.twitter.com/9ETTXaaSRi,Happy
"கலைஞர், ஜெயலலிதா ஆகியோர் வல்லமை படைத்த சக்திகள் இந்த நூற்றாண்டில்..இவர்கள் வாழ்ந்த இந்த காலத்தில் நாமளும் வாழ்ந்தோம் என்பது மன திருப்தி.ஆளுமைகள் அனைத்தும் அமைதியாகி விட்டது.ஓய்வுக்கு ஓய்வு கொடுக்காதவர்...வருத்தத்துடன்..#kalainjar-aug-2018",Happy
அட சோக்கு ...சிரிப்பு வரலை ...வேர முயற்சி ...செய் ....சங்கி,Happy
அவளோடு காதல்இவளோடு ஊடல் உளறலைகாதில் வாங்காதவளாய்முறைத்துஎன்கிட்ட எதுக்கு சொல்ற???நீ என் பெருங்காதல்சிரித்து மயக்குவான்.வார்த்தை ஜாலம் மிகுஇந்த கள்வனின்எத்தனையாவது காதலி நான்?????வழக்கமான பெருமூச்சு இருந்தும்இன்றும் அலைபேசி அழைப்பிற்காய்காத்திருக்கிறேன்,Happy
"அவனுக்கு கல்யாணம் ஆனாதான சந்தோஷம் படுத்தறதுக்கு, கடைசி வரைக்கும் இந்த மூதேவி கையாலயே சந்தோசம் பட்டுக்க வேண்டியதுதான்",Happy
"சமஸ்த்கிருதம் யாரோட மொழி.ஆங்கிலேயன் நாட்டை ஆண்டபோது ஆங்கிலமும், இரண்டாம் உலகப் போரின் போது ஹிட்லர் வெற்றி பெற்று விடுவார் என்று ஜெர்மன் மொழியும் கற்க ஆரம்பித்து அவர்கள் வாழ மற்ற இந்தியர்களின் வாழ்வை பறித்த அந்த அயோக்கியர்கள் மொழி தானே அதற்கென்ன. தமிழ் தான் முதல் மூத்த முதல் மொழி",Happy
சமீபத்திய செயல்கள் அப்படிதான் இருக்கின்றன. எதிராளி நம் வீட்டுக்குள் வந்து சந்தோஷமாக உலவுகின்றான். நாம் அதை அனுமதித்து கொண்டு இருக்கிறோம் …,Happy
"சமூகவலை தளங்களில், அன்று 2013 - 14 ல், நீர் பரப்பிய "" குப்பையால் "" தான், 2014 ல் வெற்றி பெற முடிந்தது மோடியால்... ஆனால் இந்த முறை விழித்துகொண்டோம்...எந்த சித்து வேலை காட்டினாலும், பாஜகவிற்க்கு மரண அடி விழுவதில் மாற்று கருத்து கொண்டோர் இல்லை..",Happy
சம்மந்தம் இருந்தால் சந்தோஷம்.நீ ஒரு அப்பனுக்கு பொறந்தா முஸ்லிம் பெண்கள் பர்தா பற்றி பேசு!,Happy
சரி அழதிங்க ... சிகா வெறியன் ... சிரிப்பு வருது ... உன் கூடலாம் வச்சு கிட்ட ..எனக்கு தான் அசிங்கம்...தூதூதூதூ எச்ச சிகா😂,Happy
சரிடா ஈன பிறவி இத அப்படியே வீடியோ பண்ணி வியாபாரம் பாருசிரிப்பு ஸ்மைலி வேற,Happy
சர்காச புன்னகைகள் பேசுறவனுங்க மொவரைங்களலாம் பாத்துகிட்டுதானே இருக்கோம். ம்ம்ம்.,Happy
சர்கார் சர்க்கஸ் கோமாளி புண்ட குபீர்கூதி சிரிப்பு காட்டாம ஊம்புடா தாயொலி...😂😂😂✋✋,Happy
சலிப்பாகிப் போன சந்தோஷங்கள்!சங்கடமாகிப் போன செளகரியங்கள்!எரிச்சலாகிப் போன இயந்திர வாழ்வு..!வேலை வீடு ..!வீடு வேலை..!என்ன வாழ்க்கைடா...!,Happy
"@_ankahi பிரகாஷ் நீ இவ்வளவு கீழ்த்தரமான, கேவலமான ,நபரா? நான் என் சூழ்நிலை யய் விளக்கி, அரசாங்கத்தின் உதவியில் இலவசமாக திட்டம் இல்லை, சாி உதவும் மனப்பான்மை உள்ளவா்கள் உதவுவார்கள் என்று உதவி தானே ேகட்ேடன்,ஆனல் ,நீ என்ன என்ன ேவா வாா்த்ைத க ைைைள பயன் படுத்துகிறாய்! உண்ைமயி ேல ேய மனித குறியா!",Sadness
- ஊரே கலவரத்துல இருக்கு - மக்களுக்கு என்ன ஆச்சோ ஏது ஆச்சோ என அனைவரும் (தலைவர்கள்)கவலையில் இருக்க - இவங்களுக்கு கூட்டம் ஒரு கேடு . மக்கள் மேல அக்கரை இல்லாத இவங்க கிட்ட ஆட்சியை வேர கொடுக்கனுமாம் .. கொடுமை …,Sadness
- துக்கம்50 வயது தந்தை15 வயது மகன் ஆகியோர் சட்டவிரோத மின்சார வேலியில்சிக்கி உயிரிழப்புவவுனியா பாவற்குளம்பகுதியில் சம்பவம் -பொலிஸ்#zn,Sadness
- ல் அனுபவித்த துயரங்கள்! மேடையில் பொங்கிய SimbuLINK: pic.twitter.com/sLqCMaT1H5,Sadness
!! 7 ..... !!!எங்களின குல தெய்வம் தாங்க முடியாத துயரத்தை தந்து மறைந்தார்..... மனம் வலிக்கிறது... கதறுகிறது...... pic.twitter.com/EWd2vG8jxQ,Sadness
!!வீழ்ந்து விட்டேனே தவிர இன்னும் என் வாழ்க்கை முடியவில்லை..!! pic.twitter.com/VB9QDkgqwp,Sadness
!கேவலம் 250 ரூபாய்க்கு ஆசைப்பட்டு முட்டாள்தனமான முட்டாள்களுக்கு ஓட்டுப்போட்டிருக்கிறோமே!அனுபவித்துத்தானே ஆக வேண்டும். குருவியைச் சுடுவதுபோலச் சுடச்சொன்னவன் எவன்?எதிர்த்துக் கேள்வி கேட்டாள் என்பதற்காக வாயில் சுட்டவன் எவன்? சற்று முரடர்கள் தூத்துக்குடி வாசிகள். என்ன ஆகப்போகுதோ?,Sadness
""" ஏதோ ஓர் அரசியல் கருத்து சம்பந்தப்பட்ட விவாதம். முழுவதும் ஆபாச வசவுகளை கொட்டும் ஒரு ட்விட்டர் கான்வோ பார்க்கநேரிட்டது. நாட்கணக்கில் தொடர்ந்த கேவலம். இதெல்லாம் வெளிப்படையாக கண்டிக்கப்படவேண்டும்"" - I am asking what conversation is this? Y r u saying ""ஏதோ"". Say which one & condemn",Sadness
""" ஏன்டா தமிழகத்தின் எதிர்காலம் இருக்கிற பிரச்சனைகளை பற்றி கவலை இல்ல கடந்த காலங்களை பற்றி விவாதித்து என்னா பண்ண போறீங்க காமராஜர் ஆட்சி சிறந்த ஆட்சினு சொன்னா மீண்டும் காமராஜரை முதலமைச்சர் ஆக்கிடிவீங்களாடா ஜால்ரா ஊடகங்களே "" …",Sadness
""" மருத்துவம்தான் படிக்க வேண்டுமா மகளே? "" என பதறிய தந்தையின் கவலையை புரிந்தால் நீ மனிதன் .....",Sadness
"""@HRajaBJP: இது மிகவும் கவலை அளிக்கக்கூடிய விஷயம். உச்சநீதிமன்றம் இதன் மீது கவனம் கொண்டுள்ளது நல்ல திருப்பம். pic.twitter.com/cIG38PiqA3""",Sadness
"""அலைக்கழிக்க பட்டதால் மனஅழுத்தம் ஏற்பட்டு மாரடைப்பால் உயிர் இழந்ததாக தகவல்"".பதவி பவிசிற்காக நக்கி பிழைக்கும் அடிமைகளே மானமும் அறிவும் மனிதர்க்கு அழகு என்று பயிற்று விக்கப்பட்ட தமிழ் மண்ணை விட்டு வெளியேறி... …",Sadness
"""ஆலைய மூட அரசு முடிவு "" தூத்துக்குடி கலெக்டர் உண்மையா இருந்தா ரெம்ப சந்தோசம் ஆனா உயிரை குடுத்து தான் தங்கள் வாழ்வுரிமைய பெற வேண்டியது இருக்கு என்பது கவலையான ஓன்று 😣",Sadness
"""உச்சநீதிமன்றம் என்ற ஆதிக்க அடிமை அமைப்பு... தமிழகம் என்ற சட்டத்திற்கு உட்பட்டு நித்தமும் தொல்லை தரும் கூட்டத்தின் முதல் எதிரி"" என்பதை இன்னும் உணராத செத்த மூளை கொண்டோர், Zombieகளினும் கேவலமான தற்குறிகள்!",Sadness
"""உன் கருத்து எனக்கு ஒவ்வாமல் இருக்கலாம்; ஆனால் அதை நீ தைரியமாக மொழியும் உரிமையை என் உயிர் கொடுத்தேனும் காப்பேன்"" என்று ஒரு அறிஞர் சொன்னாராம். அது மனமுதிர்ச்சி. மாறாக, பெண் என்பதால் கேவலமாகத் திட்டுவது - கேவலம் அந்தப் பெண்ணுக்கு அல்ல.",Sadness
"""எத்தனை கவலைகள் மனதை கலங்க வைத்ததாலும்"",""அல்லாஹ்வின் மீது உள்ள நம்பிக்கையே எப்படி இருக்கின்றாய் என்ற கேள்விக்கு ""அல்ஹம்துலில்லாஹ்"" என்றே பதில் சொல்ல வைக்கின்றது""....!!!#அல்ஹம்துலில்லாஹ் — feeling proud",Sadness
"""எனக்கு இந்த மாற்றம் மிகுந்த பரவசத்தைத் தான் தருகிறது. கௌரவ பங்கம் ஏதுமில்லை.. ..ரொம்ப உற்சாகமாக இந்த மாற்றத்தை ரசிக்கிறேன்.இழப்புகள், சரிவுகள், தாளமுடியாத துயரங்கள், புறக்கணிப்புகள், அவமானங்கள், ஏமாற்றங்கள் எல்லாமே மிகப்பெரிய வெற்றியாகவே எனக்கு தெரிய வந்திருக்கிறது.""அருமை! …",Sadness
"""கல்லூரியில் இடம் கிடைக்குமா தெரியவில்லை""- தூத்துக்குடி மாணவர்கள் கவலை",Sadness
"""காடுவெட்டி குரு"" ஆழ்ந்தஇரங்கல்கள் ..கட்டுமரத்துக்கு ""நாள்"" குறித்தவர்னு நினைக்கும்போது மேலும் துக்கம் தொண்டையே அடைக்குது 😧...",Sadness
"""கொள்கைப்பிடிப்புடனும், சமூக அக்கறையுடனும், மாவீரராக,மக்கள் பணியாற்றிய திரு.குரு-அவர்களின்மரணம், பாட்டாளி சொந்தங்கள் மத்தியில்அதிர்ச்சிக்குள்ளாக்கியது"" துக்கத்தை பகிர்வதோடு அவரின் ஆத்மாவுக்கு... பிரார்த்தனை செய்கிறேன். pic.twitter.com/rA5lh5IeS1",Sadness
"""சமீப காலமாக இவருக்கு *குறைந்த ரத்த அழுத்த நோய் இருந்துள்ளது*.தொடர்ந்து உடல்நலம் பாதிப்பு ஏற்பட்டதால், அவரால் நீட் தேர்வுக்கு சரியாக படிக்க முடியவில்லையே என்ற விரக்தியில் இருந்துள்ளார்"" …",Sadness
"""தூத்துக்குடி துப்பாக்கிச்சூடு சம்பவத்தால் எனக்கு ஏற்பட்ட மனவேதனை சொல்ல முடியாதவை"" - சகாயம் ஐ.ஏ.எஸ்#IASsagayam pic.twitter.com/54zwA7Tm4V",Sadness
"""நானும் அன்று மாணவன் நாலும் கற்று தெரிந்தவன் பறவை போல பறந்தவனும் கவலை மறந்தவனும் நான் ""என்று பாட தோனுமே ! pic.twitter.com/ohsOFqTDLI",Sadness
"""நான் முதல்வர் ஆனதற்கு நன்றி சொல்ல வேண்டியது மக்களுக்கு அல்ல, காங்கிரஸூக்கே"" - குமாரசாமி. காவியோ இல்லையோ - இது எவ்வளவு கேவலம். மக்கள் ஆட்சியாம்.",Sadness
"""பசுவை தாயாக எண்ண வேண்டும்."" ""பசுவிடம் வியாபார நோக்கம்""""தாயை பராமரிக்க பணம்"" ""வியாபார நோக்கம்"" 😯அப்போ தாயிடமே வியாபார நோக்கம் இருக்குமா?! எவ்வளவு கேவலம் அது! 😖உலக்த்தில் மாட்டு கறி ஏற்றுமதி இந்தியா முதலிடம் என்ற செய்திக்கு உங்க பதில் 👌🏼உங்கள் தாய்காக வருந்துகிரேன்.",Sadness
"""பாங்ஷு"" - நீதி மறுக்கப்பட்ட இருண்ட யுகத்தை நோக்கிய ஒரு மீள்பயணம் …",Sadness
"""பிரதமரும் அமைச்சர்களும் கர்நாடக தேர்தல் வேளைகளில் இருப்பதால் நீர் பங்கீட்டு திட்டத்தில் அவர் ஒப்புதல் அளிக்கவில்லை"" -உச்ச நீதிமன்றத்தில் மத்திய அரசு மனு!!!ஆனா, இதெல்லாம் எவ்வளவு பெரிய கேவலம் தெரியுமா???#Cauvery#CauveryIssue#CauveryManagementBoard#CauveryProtest pic.twitter.com/cgpnjl4YVB",Sadness
"""பெரியார் சொன்ன மாதிரியே நடக்குது பார்த்தியா?என்று சொல்வது பெருமைக்குரிய செய்தியல்ல, அது கேவலமான செய்தி. இது அவர் காலத்தில் இருந்த அடக்குமுறை,பழமைவாத கட்டமைப்புகள் இன்றும் வலிமையாக உள்ளது என்று உணர்த்தும் செய்தி.நாம் இன்னும் பயணிக்க வேண்டிய தூரம் அதிகம் உள்ளது",Sadness
"""மாவீரன் குரு மறைவால் பெரும் துயரம்: பா.ம.க. நிறுவனர் மருத்துவர் அய்யா மயக்கம்""------------பாட்டாளி மக்கள் கட்சியின் மூத்த தலைவர்களில் ஒருவரும், வன்னியர் சங்கத் தலைவருமான மாவீரன் குரு அவர்களின் மறைவு செய்தி... …",Sadness
"""மைத்ரிபால சிரிசேனை எம்ஆர்எஸ் சிரிசேனா"" புகழ் மோடி ராகுலின் துண்டுசீட்டு பற்றியெல்லாம் குறைகூறுவது எம்புட்டு கேவலம் தெரியுமா?",Sadness
"""லைட்டை திருப்பாதே! லைட்டை திருப்பாதே! ஐயையோ! லைட்டைத் திருப்பிட்டானே!"" என வடிவேல் புலம்புவது ஏனோ சட்டென நினைவுக்கு வந்தது!😂😂😂 …",Sadness
"""ஹால்ல அம்மா அப்பா தம்பி எல்லாரும் டிவி பாத்துட்டு இருக்காங்க .. துக்கம் தொண்டைய அடைக்குது ..கதறி அழனும் போல இருக்கு"" ஒரு சங்கியின் ஸ்டேட்டஸ்",Sadness
# கேவலமான நிலையியல் உள்ளதரங்கெட்ட ஆட்சியை கலைத்துவிடு.... pic.twitter.com/fA5seOyXDz,Sadness
"### இத்தனை பலிகள், துயரங்கள், குளறுபடிகள், சித்தரவதைகள்... தேவைதானா 'கொடூர' நீட்? ###வேண்டாம்னா மூடிட்டு போடா எதுக்கு அப்பிளை பண்ணுற ... பிறக்கும் போதே லூஸா இல்ல சமீபமாதானா... …",Sadness
##இந்த மண்ணின் மைந்தர்கள் நம் சகோதர & சகோதரிகள் இறப்பதை கண்டு மிகுந்த மனவேதனை அடைந்த பிறகும் இந்த நச்சு ஆலை இனிமேல் இருக்கக்கூடாது !!,Sadness
(2/n)இவ்வளவு வயதாகியும் புதுச்சட்டைக்கு மஞ்சள் வைத்து வருபவனைக் கேலி செய்யும் நண்பர்களே: அது அவன் வைத்த மஞ்சள் அல்ல! அம்மா வைத்த மஞ்சள்!டைப்பாய்டு வந்து படுத்த அம்மாவுக்கு 'சமைக்க முடியவில்லையே' என்கிற கவலை!,Sadness
"* தமிழ் மொழிக்கு ""Presidential"" இல்லை! வெறுமனே ""நிறுவன"" 8 விருதுகள்; ஒரே முறைத் தொகை* ஆனால் Sanskrit-க்கு, ""Presidential"" அடைமொழி; 16+5= 21 விருதுகள்; ஆயுசு முழுதும் Sanskrit பண்டிதாளுக்குப் பணம்!இதற்கு ஒத்து ஊதும் Mafoiமனச்சாட்சி இல்லையா?இதுவா தமிழ் ""வளர்ச்சித்"" துறை? ஐயகோ! pic.twitter.com/STBPgMF48J",Sadness
*இமயம் சரிந்தது* சிங்கத்தின் கர்ஜனை நின்றது* *வன்னிய சாம்ராஜ்யத்தின் தூண் சாய்ந்தது* *மருத்துவர் அய்யா மூத்தமகன் மாவீரன் இழந்து மீளா துயரத்தில் உள்ளார்* pic.twitter.com/XRc0dqcpG3,Sadness
*சிபிஎஸ்இ திட்டமிட்டு குளறுபடி? மாணவர்களுக்கு மனஅழுத்தத்தை ஏற்படுத்திய ‘நீட்’ தேர்வு….*👉 …,Sadness
"*பல கோடி ரூபாய்களை வாரி இறைத்து சினிமா என்ற பெயரில் கலாச்சாரத்தை கெடுக்கும் , கேவலமான திரைப்படங்களுக்கு மத்தியில் சில நிமிடங்களே ஓடும் இந்த குறும்படத்தை இயக்கியவர் யார் என்று தெரியவில்லை!! நெற்றிப் பொட்டில் அடித்தது போல், அற்புதமான குறும்படம்.... …",Sadness
*மூதேவி நீங்க பொங்களூர்ல என்ன* *செய்து இருக்கீங்க எங்க திட்டங்களை அப்படியே காப்பியடிச்சு திருட்டுதனமா தேர்தல் அறிக்கையாக கர்நாடாகாவில்* *வெளியிட்ட பிஜேபி காரங்களின் கேவலமான செயல்* *ஒரு தேர்தல் அறிக்கை கூட தன் சொந்த புத்தியில தயார் பண்ணமுடியாத நீங்களாம் என்னஅரசியல்வாதிகள்* pic.twitter.com/biHjdh1QHI,Sadness
"*ஸ்டெர்லைட் துயரம்*நஞ்ச வீசுறான்னு,காற்ற நாசம் பன்னுறான்னு,உடலை உருக்குறான்னு,கருவ அழிக்கிறான்னு,உரிமைய கேட்டோமையா,ஒற்றுமையா நின்னோமையா,ஓட்டு கேட்டு வந்தீங்களே,உறுதி மொழி தந்தீங்களே,கோட்டையிலே ஏத்தி விட்டோம்,கோவணம் தான் மிச்சமையா,",Sadness
",😛😛 கடன் பட்டார் நெஞ்சம் போல் கலங்கினான் இலங்கை வேந்தன் 😪😪",Sadness
". தமிழால் சோறு தின்னும் தினமலரேஇந்த ஈன பிழைப்பு உனக்கு தேவையா? தைரியம்இருந்தால் உன் சமஸ்கிருத்திலோ, இந்தியிலோ பத்திரிகை நடத்தி பிழைப்பு நடத்தவேண்டியது தானே?விபச்சாரம் செய்வதைவிட கேவலமான தொழில் உன்னுடையதுநீ தமிழ்நாட்டில் இருப்பதால் ஒட்டுமொத்த தமிழர்களுக்கே அவமானம்",Sadness
".""நாங்கள் செய்வதை யாரும் தட்டிக்கேட்டால்..சுட்டுக்கொல்வோம்"" ..என்ற மிரட்டலை விட்டிருக்கிறது..இந்த இரண்டு இருண்ட ஆட்சி.!#ஸ்டெர்லைட்_படுகொலை pic.twitter.com/mmuT0lnMaj",Sadness
..#துப்பட்டா ....#அனிந்து_செல்ல_தடை ...வயசு பொன்னுங்க ...எப்பிடி ...சங்கோஜபடாம ...பரிட்சை ...எழுதுவாங்க ..மிக கேவலமான ..நடைமுறை ....துக்ளக் ஆட்சியை விட ..கேவலமான .#மோடி_அரசு ...,Sadness
... சென்னை மக்கள் துக்கம்...!! 😂,Sadness
..............மவளே இதில் உலகின் மிகமிக கேவலமான வார்த்தைகளை போட்டுக்கொள்ளவும் இதுவரை ஒரு தமிழச்சி என்பதால் உன்னை திட்ட யோசித்து உண்டு ஆனால் இனி அப்படி இல்லை,Sadness
....கேவலமான அரசியல் செய்யும் கட்சி....,Sadness
...த்தா கேவலத்தின் உச்சம் …,Sadness
...பொங்கு தமிழர்க்கு இன்னல் நேர்ந்தால் சங்காரம் நிசமென சங்கே முழங்கு.,Sadness
".@cpmkanagaraj (ஆல் பீப்பிள் ஃப்ளாக்கர்) டுபாக்கூர் டுமீல் போராளி, டாக்டர் நர்ஸ் சங்கங்கள் உடனே ஸ்ட்ரைக் பண்ணுங்க ... அதுலையும் நீ ஊளை இடுவ ... கேவலமான கம்யூனிஸ்ட் பிழைப்பு 🤦🏿‍♂️CC: .@avarakai .@rameshs79 இந்த டுபாக்கூர் ப்ளாக் பண்ணிட்டு இருக்கும் எப்போதும் pic.twitter.com/MaUClrRCWa",Sadness
.கேவலம்.அடிமையாய் இருந்து மத்திய அமைச்சர் என்பதை மறந்துடீங்க போல.இப்படி பொறுப்பில்லாமல் எபப்டி பேச முடிகிறது?அவ்ளோ உண்மையா இருந்தா போலீஸ் க்கு தகவல் கொடுக்கலாமே.BJP சட்டப்படி மக்களுக்கு நன்மை செய்யும் என்று இனியும் நம்பினால் அவர்கள் முட்டாள்களே .#SVeShekher,Sadness
.பணத்திற்காவும் விளம்பரத்திற்காவும் இப்படிப்பட்ட கேவலமான கருத்துக்களை முன்வைக்கும் ஜென்மங்கள் வன்மையாக கண்டிக்கப்பட வேண்டிய ஒன்று.👿 …,Sadness
.🤔🤔🤔🤔🤔கவலை தரும் செய்தி.. …,Sadness
/ அடுத்து என்ன தமிழர்களை சாதி விலக்கிவைப்பீர்களா?சரித்திரம் காணாத புரட்சி வெடிக்கும்.மக்களின் வலிமையை எதிர் கொள்ளும் பலம் எந்த அரசுக்கும் இல்லை ../உனக்கு என்னடா கவலை.. நீ ட்விட்டர்ல தான் சவுண்ட் விடுவ.. கலவரம் நடந்தா பொது மக்களுக்கு தான் ஆபத்து 😢😢,Sadness
/DMRC has been awarding naming rights to its stations to sponsors to earn revenue./ இந்தக் கேவலமான யோசனையெல்லாம் யார் கொடுப்பது? எவ்வளவு கீழே இறங்கி விட்டோம்! …,Sadness
: சிவகங்கை மாவட்டம் கண்ணனுக்கு மாரடைப்பு ஏற்பட்டது எதனால்?மதுரையில் நீட் தேர்வு எழுதிவிட்டு வரும் வழியில் மாரடைப்புதேர்வு கடினமாக இருந்ததாக மகள் ஐஸ்வர்யா கூறியதால் மனவேதனையில் கண்ணனுக்கு மாரடைப்பு#NEET,Sadness
@___BaLaJi___ இது பிச்சைக்காரன விட கேவலமான பொழப்பால இருக்கு,Sadness
@__logu__ செயலின் செயலாற்றள் கேவலத்தின் உச்சம்..,Sadness
"@_Abhinav96 அது சரி , பெரிய என்பதை பெறிய னு நீ எழுதியது இதைவிட கேவலம் இந்த உலகத்தில் வேற எதுவுமில்லை",Sadness
@_Aji_Twittz தமிழ் நாட்டு மக்கள் அனைவரும் துப்பாக்கி சூட்டில் இறந்தால் கூட அடிமை எடப்பாடி அரசுக்கு கவலை இல்லை. அவர்களுக்கு ஊழல் பணம் மட்டும் தான் வேண்டும். அடிமை அரசு உடனடியாக ராஜினாமா செய்ய வேண்டும்.,Sadness
@_dark_seid 9 உறவுகள் இறந்திட்டாங்க அதுக்கு ஒரு கவலை இல்ல கன்னட புண்டைக்கு கூயா தூக்க வந்திட்டீங்க ச்சாக் இதெல்லாம் என்ன இனங்கள்டா சாமி இப்படியான் தேவடியாக்கு பிறந்த பயலுகளும் தமிழ்நாட்டில இருக்கிறாங்களா 💦💦💦,Sadness
@_dark_seid கேவலமான meme.,Sadness
@_dark_seid கேவலம் பரட்டை ரசிகன் நீ சீமானப்பத்தி பேசுரியா பொட்டை மாதிரி இமயமலை போய் ஒழிந்து கொண்டிருப்பானு நினைச்சியா மக்களுக்காக ஒரு போராட்டம் பன்னாத வெட்டி பயன் பரட்டை அவனுக்கு முதலமைச்சர் பதவி கேட்குதா ....,Sadness
@_dark_seid கேவலம் விஷால் கிட்ட தோத்த நீ எல்லாம் பேசக்கூடாது.,Sadness
@_dark_seid நான் இங்க எவனுக்கும் வக்காலத்து வாங்க போறதில்ல. அரசியல் ஆதாயத்துக்காக தூண்டி விடுறவனும் இருக்கான் இங்க மட்டும் இல்ல உலகத்துல எல்லா இடத்துலயும் இருப்பான். ஆனால் இது மக்கள் அவங்க இன்னல் பட்டு பல நாள் வேதனையில் வெளிப்பட்ட போராட்டம். இதுல கொலை செய்த ஆளும் அரசை கண்டிக்காமல். ..CONT,Sadness
@_ilavarasi மகா கேவலம்,Sadness
@_itsYJ அப்ப என்ன மயித்துக்கு இந்த புண்ட அந்த கேவலமான அவார்ட் வாங்கிட்டு pose குடுத்தான்..வா வா வா வா வா வந்து முட்டு குடுத்துட்டு ட்வீட் டெலீட் பண்ணிட்டு ஓடிரு... pic.twitter.com/f6mFBsNCxM,Sadness
@_itsYJ அப்படியா.. அப்ப என்ன மயித்துக்கு இந்த புண்ட அந்த கேவலமான அவார்ட் வாங்கி pose குடுத்தான் pic.twitter.com/f6mFBsNCxM,Sadness
@_itsYJ இப்படி தான் ப்ரோ.. அவன பத்தி ஒரு மயிரும் தெரிஞ்சிக்காம வெறும் வடைய மட்டும் நம்பி நம்ம கிட்ட செருப்படி வாங்குது...இப்ப பாருங்களேன் நாம சொல்றது உண்மை னு தெரிஞ்சுட்டு வந்து சம்பந்தமே இல்லாம கேவலமாக முட்டு குடுத்துட்டே இருப்பான்.. அவமானத்தை பொருக்க முடியாம,Sadness
@_itsYJ இன்னாடா இப்பிடி காலுல விழுந்துட்டீங்க...தளபதி விஜய்க்கு குடுத்ததால அஜித் மாதிரி கேவலமான அவார்ட் வாங்கவே மாட்டார்னு சொன்ன வாய் இப்ப அவரு ரெண்டு வாங்கிட்டாரு டா னு பீத்துது.. Roflmaxx அட மானங்கெட்ட கூதியா இருப்ப போல pic.twitter.com/mfIpp9EbUb,Sadness
